Id,Lot Area,Lot Shape,Overall Qual,Mas Vnr Area,Exter Qual,Bsmt Qual,Bsmt Exposure,BsmtFin SF 1,Total Bsmt SF,Heating QC,1st Flr SF,Gr Liv Area,Garage Area,Wood Deck SF,Open Porch SF,house age,reno newness,MS SubClass_SC60,MS Zoning_RM,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_StoneBr,Year Built_2008,Roof Style_Gable,Roof Style_Hip
1390,9239,4,5,0.0,3,3,0,634.0,960.0,5,960,960,300.0,168,0,45,5,0,0,0,0,0,0,1,0
277,10044,3,5,0.0,3,4,3,1070.0,1196.0,3,1196,1196,336.0,257,0,42,42,0,0,0,0,0,0,1,0
54,3182,4,8,16.0,4,4,0,24.0,1256.0,5,1269,1269,430.0,146,20,6,5,0,0,0,0,0,0,1,0
649,7626,4,5,0.0,4,3,0,931.0,1031.0,4,1031,1031,230.0,0,0,57,4,0,0,0,0,0,0,0,1
2600,7008,4,4,0.0,3,2,0,0.0,448.0,5,448,720,280.0,0,0,106,8,0,0,0,0,0,0,1,0
617,12160,4,6,90.0,3,3,0,1024.0,1505.0,5,1505,1505,505.0,0,0,56,56,0,0,0,0,0,0,0,1
2209,6305,4,5,0.0,3,2,0,0.0,920.0,5,954,954,240.0,0,0,69,57,0,0,0,0,0,0,1,0
2814,8846,4,6,0.0,3,4,0,0.0,750.0,5,750,1500,564.0,0,35,1,0,1,0,0,0,0,0,1,0
2542,10659,3,5,0.0,3,3,0,915.0,1050.0,3,1050,1050,368.0,0,319,45,45,0,0,0,0,0,0,0,1
2323,13108,3,8,0.0,4,4,0,0.0,2062.0,5,2079,2687,618.0,168,12,12,12,0,0,0,0,1,0,1,0
1393,13500,4,6,0.0,3,4,3,429.0,1602.0,4,1252,1252,564.0,409,0,48,33,0,0,0,0,0,0,0,0
490,7750,4,7,0.0,3,4,0,0.0,384.0,5,774,1430,400.0,0,0,10,9,0,0,0,0,0,0,1,0
542,12450,4,5,0.0,3,4,0,836.0,1114.0,5,1114,1114,576.0,0,42,6,5,0,0,0,0,0,0,1,0
973,4500,4,6,425.0,3,5,0,883.0,1224.0,5,1224,1224,402.0,0,304,10,10,0,1,0,0,0,0,0,1
1012,11198,3,9,245.0,4,4,0,0.0,1122.0,5,1134,2504,656.0,144,39,3,1,1,0,0,0,1,0,0,1
2218,6221,3,5,0.0,3,3,0,533.0,728.0,5,760,1355,528.0,0,0,66,57,0,0,0,0,0,0,1,0
2033,13200,4,6,234.0,3,3,0,375.0,741.0,2,1497,2294,658.0,0,110,44,44,0,1,0,0,0,0,1,0
1071,8769,4,9,766.0,5,5,0,1540.0,1702.0,5,1702,1702,1052.0,0,72,0,0,0,0,0,1,0,1,0,1
1583,10200,4,6,219.0,4,4,2,783.0,1461.0,5,1509,1509,600.0,224,0,20,19,0,0,0,0,0,0,1,0
2858,9550,3,7,0.0,3,3,0,216.0,756.0,4,961,1717,642.0,0,35,91,36,0,0,0,0,0,0,1,0
2265,10331,4,7,0.0,3,4,0,215.0,1265.0,4,1240,1240,528.0,232,0,22,22,0,0,0,0,0,0,1,0
1088,9587,3,7,182.0,4,4,3,655.0,856.0,5,1166,1166,400.0,212,0,3,3,0,0,0,0,0,0,1,0
698,9900,4,5,0.0,4,3,0,0.0,504.0,5,764,1464,0.0,0,0,99,7,0,1,0,0,0,0,1,0
1896,22002,4,6,136.0,3,3,1,1386.0,1592.0,4,1652,1652,510.0,0,0,48,16,0,0,0,0,0,0,1,0
628,13000,4,6,576.0,3,4,0,448.0,896.0,3,1182,2142,509.0,0,72,41,41,1,0,0,0,0,0,1,0
1212,8250,4,6,260.0,3,4,0,787.0,1092.0,5,1092,1092,504.0,0,0,44,44,0,0,0,0,0,0,0,1
2864,8170,3,7,270.0,4,3,0,526.0,1022.0,5,1122,1671,451.0,0,0,77,56,0,0,0,0,0,0,1,0
2740,12048,4,5,232.0,3,0,0,0.0,0.0,4,1488,1488,569.0,0,189,54,4,0,0,0,0,0,0,1,0
2560,10858,4,5,150.0,3,3,1,40.0,1444.0,5,1624,1624,240.0,0,40,54,54,0,0,0,0,0,0,1,0
1716,7577,3,6,256.0,4,4,2,20.0,1362.0,5,1362,1362,460.0,192,28,2,1,0,0,0,1,0,0,1,0
1130,7500,4,7,210.0,4,4,0,902.0,1218.0,5,1218,1218,462.0,168,168,1,0,0,0,0,0,0,0,1,0
201,6120,4,6,0.0,3,2,0,960.0,1124.0,3,1068,1068,288.0,0,0,87,60,0,1,0,0,0,0,1,0
2886,23580,3,6,0.0,3,4,3,776.0,1625.0,3,1625,1625,576.0,136,28,27,27,0,0,0,0,0,0,1,0
2328,5306,3,7,0.0,4,4,0,495.0,1064.0,4,1064,1767,504.0,441,35,19,19,0,0,0,0,1,0,1,0
2583,8092,4,6,176.0,3,3,0,824.0,1050.0,5,1050,1050,286.0,0,0,52,6,0,0,0,0,0,0,0,1
1206,8593,3,4,0.0,3,3,0,288.0,907.0,5,907,907,352.0,0,0,51,51,0,0,0,0,0,0,0,1
2242,11067,4,2,0.0,3,0,0,0.0,0.0,5,640,845,256.0,48,0,68,57,0,1,0,0,0,0,1,0
1105,11929,3,8,466.0,4,4,2,0.0,1242.0,5,1251,2501,751.0,192,87,13,13,1,0,1,0,0,0,1,0
121,9900,4,5,0.0,3,4,0,1059.0,1209.0,4,1209,1209,504.0,0,0,44,44,0,0,0,0,0,0,0,1
1223,4882,3,4,0.0,3,3,0,120.0,348.0,3,453,906,231.0,0,0,71,58,0,0,0,0,0,0,1,0
265,11423,4,8,479.0,4,4,2,1358.0,1581.0,5,1601,1601,670.0,180,0,9,8,0,0,0,0,0,0,1,0
2813,8772,4,7,0.0,4,4,1,996.0,1336.0,5,1336,1336,502.0,136,43,1,0,0,0,0,0,0,0,1,0
1294,7628,4,4,0.0,3,3,0,0.0,801.0,4,1095,1656,440.0,187,0,68,23,0,1,0,0,0,0,1,0
2745,8335,4,5,0.0,3,0,0,0.0,0.0,4,1124,1124,0.0,0,36,52,52,0,0,0,0,0,0,1,0
1094,8220,3,7,647.0,4,4,2,544.0,982.0,5,1008,1892,431.0,108,0,8,7,1,0,0,0,0,0,1,0
651,10615,3,3,0.0,3,2,1,440.0,978.0,3,1014,1699,420.0,0,74,109,39,0,0,0,0,0,0,1,0
198,6000,4,6,0.0,3,3,0,300.0,780.0,3,780,1416,312.0,221,0,62,60,0,1,0,0,0,0,1,0
131,5350,3,3,0.0,3,3,0,0.0,728.0,5,1306,1306,0.0,263,0,70,44,0,0,0,0,0,0,1,0
1258,5400,4,4,0.0,4,3,0,0.0,672.0,4,672,672,308.0,88,108,68,3,0,0,0,0,0,0,0,0
1599,17979,3,5,0.0,3,3,0,785.0,1113.0,5,1160,1160,257.0,81,0,40,40,0,0,0,0,0,0,1,0
1508,9520,4,4,115.0,3,4,0,767.0,911.0,3,930,930,286.0,134,0,55,55,0,0,0,0,0,0,1,0
615,5330,4,4,0.0,2,3,0,280.0,420.0,4,708,708,0.0,164,0,69,59,0,0,0,0,0,0,0,1
1815,8012,4,6,0.0,4,4,0,430.0,1575.0,4,1575,1575,529.0,0,0,15,15,0,0,0,0,0,0,1,0
2712,9000,4,5,0.0,3,3,0,773.0,1059.0,4,1059,1059,286.0,0,88,40,40,0,0,0,0,0,0,1,0
2051,14299,4,4,0.0,3,3,0,513.0,1005.0,3,1005,1005,440.0,0,0,43,43,0,0,0,0,0,0,1,0
1863,7050,4,7,0.0,4,4,0,738.0,1057.0,5,1057,1929,650.0,0,235,6,6,1,0,0,0,0,0,1,0
2510,3180,4,7,0.0,4,4,0,0.0,600.0,5,520,1200,480.0,0,166,1,1,0,0,0,0,0,0,1,0
1069,16451,3,8,221.0,4,5,3,0.0,1765.0,5,1804,2690,795.0,268,58,5,5,1,0,0,1,0,0,1,0
336,12887,4,5,0.0,3,4,1,207.0,833.0,3,833,833,495.0,431,0,26,26,0,0,0,0,0,0,1,0
2417,15578,3,6,0.0,4,4,0,0.0,728.0,4,728,1456,429.0,0,0,0,0,1,0,0,0,0,0,1,0
1962,7200,4,5,0.0,3,3,0,398.0,864.0,4,864,864,720.0,194,0,57,5,0,0,0,0,0,0,1,0
372,17043,3,6,0.0,3,4,0,0.0,1362.0,3,1586,1586,435.0,192,0,30,11,0,0,0,0,0,0,1,0
2578,10000,4,5,272.0,3,3,2,678.0,1058.0,5,1370,1370,300.0,191,0,50,50,0,0,0,0,0,0,0,1
2824,8050,4,6,0.0,3,4,2,475.0,914.0,5,914,914,0.0,32,0,4,4,0,0,0,0,0,0,1,0
471,3182,4,7,16.0,4,4,2,16.0,1373.0,5,1555,1555,430.0,143,20,4,3,0,0,0,0,0,0,1,0
1544,1950,4,6,0.0,3,4,0,81.0,716.0,3,716,1556,452.0,161,0,28,28,0,1,0,0,0,0,1,0
2141,7700,4,5,0.0,3,3,0,138.0,882.0,3,882,882,461.0,96,0,35,35,0,0,0,0,0,0,1,0
2008,8731,3,5,0.0,3,3,0,645.0,915.0,3,1167,1167,495.0,0,0,87,57,0,0,0,0,0,0,1,0
1075,8232,3,9,714.0,5,5,0,1204.0,1800.0,5,1800,1800,944.0,210,0,1,0,0,0,0,1,0,0,0,1
34,2280,4,6,0.0,3,3,0,514.0,855.0,3,855,1456,440.0,173,0,35,35,0,0,0,0,0,0,1,0
847,8935,3,7,95.0,4,4,0,0.0,831.0,5,831,1660,493.0,144,68,7,7,1,0,0,0,0,0,1,0
1629,9125,3,7,170.0,3,4,0,0.0,384.0,4,812,1482,392.0,100,25,15,15,0,0,0,0,0,0,1,0
2073,11075,4,6,136.0,3,4,0,299.0,1190.0,5,1522,1522,552.0,0,77,23,23,0,0,0,0,0,0,0,1
960,13438,3,9,246.0,5,5,3,1758.0,2190.0,5,2036,2036,780.0,90,154,1,1,0,0,0,0,0,1,1,0
955,11070,4,5,0.0,3,4,0,55.0,1582.0,3,1595,1595,672.0,0,0,18,18,0,0,0,0,0,0,1,0
2476,7800,4,7,172.0,4,4,0,0.0,891.0,5,891,1686,462.0,144,101,1,1,1,0,0,0,0,0,1,0
1590,7060,4,7,200.0,3,4,3,1309.0,1344.0,5,1344,1344,784.0,0,0,11,10,0,1,0,0,0,0,1,0
2913,11836,3,5,0.0,3,3,0,149.0,1652.0,3,1652,1652,928.0,0,0,36,36,0,0,0,0,0,0,1,0
149,8382,4,4,0.0,3,3,0,0.0,832.0,3,832,1337,263.0,0,0,54,54,0,0,0,0,0,0,1,0
2525,10192,3,7,143.0,3,3,0,0.0,570.0,4,1222,1920,487.0,0,98,38,14,0,0,0,0,0,0,1,0
1470,4426,4,6,205.0,4,4,1,662.0,848.0,5,848,848,420.0,140,0,4,4,0,1,0,0,0,0,1,0
412,2280,4,7,0.0,3,4,0,435.0,1057.0,3,1055,1055,440.0,0,27,34,34,0,0,0,0,0,0,1,0
1399,2887,4,6,0.0,3,4,1,1003.0,1291.0,5,1291,1291,431.0,307,0,12,11,0,0,0,0,0,0,1,0
183,8520,4,6,0.0,3,3,0,0.0,624.0,4,720,720,484.0,106,0,82,7,0,1,0,0,0,0,1,0
974,1596,4,4,0.0,3,4,3,462.0,462.0,3,526,988,297.0,120,101,36,36,0,1,0,0,0,0,1,0
930,15600,4,5,0.0,3,3,0,312.0,1067.0,2,986,1523,295.0,0,0,60,4,0,0,0,0,0,0,1,0
881,9313,3,7,0.0,4,4,0,0.0,864.0,5,864,1728,572.0,187,56,5,5,1,0,0,0,0,0,1,0
1180,11064,2,8,0.0,4,4,3,560.0,1230.0,5,1239,1239,477.0,172,24,13,13,0,0,0,0,0,0,0,1
1553,9000,4,5,162.0,3,3,0,330.0,1151.0,4,1151,1955,356.0,0,0,50,50,0,1,0,0,0,0,1,0
928,12000,4,7,0.0,3,3,0,275.0,704.0,5,860,1564,234.0,0,0,68,59,0,0,0,0,0,0,1,0
1512,7692,4,4,0.0,3,5,2,0.0,416.0,4,1204,1204,312.0,0,0,54,54,0,0,0,0,0,0,1,0
3,14267,3,6,108.0,3,3,0,923.0,1329.0,3,1329,1329,312.0,393,36,52,52,0,0,0,0,0,0,0,1
2140,9675,4,5,0.0,3,3,0,330.0,864.0,3,879,879,440.0,0,80,32,32,0,0,0,0,0,0,0,1
553,8400,4,4,0.0,2,3,0,0.0,721.0,4,841,841,294.0,250,0,59,59,0,0,0,0,0,0,1,0
2594,7500,4,6,0.0,3,3,0,0.0,784.0,5,900,1312,649.0,0,28,59,56,0,0,0,0,0,0,1,0
1314,9600,4,6,0.0,3,4,0,319.0,735.0,2,1134,2058,396.0,0,0,91,58,0,1,0,0,0,0,1,0
366,5814,3,8,0.0,4,4,2,1036.0,1220.0,4,1360,1360,565.0,63,0,25,25,0,0,0,0,1,0,1,0
1462,14860,2,8,240.0,4,5,3,1538.0,1778.0,5,1786,1786,715.0,182,35,6,5,0,0,0,0,0,0,0,1
2541,14803,3,6,252.0,3,3,0,416.0,825.0,4,1097,1993,495.0,0,66,35,35,1,0,0,0,0,0,1,0
2088,7550,4,4,0.0,2,3,0,0.0,951.0,2,986,1362,280.0,0,0,87,57,0,0,0,0,0,0,0,0
527,8125,4,7,100.0,4,4,0,812.0,1092.0,5,1112,1550,438.0,0,168,3,2,1,0,0,0,0,0,1,0
1824,13673,3,5,0.0,3,3,0,0.0,1140.0,3,1696,1696,349.0,0,30,45,45,0,0,0,0,0,0,1,0
2918,1533,4,4,0.0,3,3,0,408.0,546.0,3,546,1092,286.0,0,0,36,36,0,1,0,0,0,0,1,0
49,7658,4,9,412.0,5,5,0,456.0,1752.0,5,1752,1752,576.0,196,82,5,5,0,0,0,1,0,0,0,1
2332,12292,3,9,184.0,4,5,3,205.0,1094.0,5,1102,2473,675.0,246,39,0,0,1,0,0,0,1,0,0,1
826,11923,3,9,0.0,4,5,0,0.0,1800.0,5,1800,1800,702.0,288,136,2,2,0,0,0,0,0,0,1,0
1108,10010,4,7,320.0,4,4,2,228.0,1080.0,5,1108,2197,783.0,385,99,15,14,1,0,1,0,0,0,0,1
2041,12358,3,5,0.0,3,3,0,360.0,720.0,3,854,1382,660.0,237,0,66,57,0,1,0,0,0,0,1,0
57,8577,3,7,0.0,4,4,0,0.0,847.0,5,847,1733,433.0,144,48,6,6,1,0,0,0,0,0,1,0
520,8640,4,7,0.0,4,4,0,0.0,1402.0,5,1402,1402,625.0,205,126,1,1,0,0,0,0,0,1,0,1
2305,10447,4,5,0.0,3,3,0,516.0,864.0,3,887,887,288.0,140,0,23,23,0,0,0,0,0,0,1,0
2533,9600,4,5,0.0,3,3,0,758.0,1051.0,4,1051,1051,504.0,0,0,38,38,0,0,0,0,0,0,1,0
2852,4899,4,6,0.0,3,3,0,305.0,755.0,5,755,1510,216.0,0,0,86,56,0,0,0,0,0,0,1,0
1198,9246,3,5,564.0,3,3,0,0.0,1656.0,3,1656,1656,506.0,0,211,35,35,0,0,0,0,0,0,1,0
1681,4928,3,6,0.0,3,4,0,120.0,1078.0,3,958,958,440.0,0,205,31,31,0,0,0,0,0,0,1,0
1773,12692,3,8,0.0,4,4,0,1231.0,3200.0,5,3228,3228,546.0,264,75,15,14,0,0,1,0,0,0,0,1
1825,7476,4,5,0.0,3,3,0,812.0,1040.0,3,1040,1040,686.0,188,0,39,39,0,0,0,0,0,0,1,0
2208,5362,4,5,0.0,3,3,0,0.0,661.0,5,661,1250,552.0,242,0,97,4,0,0,0,0,0,0,1,0
1646,12090,4,6,74.0,3,4,0,0.0,585.0,5,1140,1868,477.0,268,112,23,4,0,0,0,0,0,0,0,1
1060,12539,4,10,468.0,5,5,3,1082.0,1620.0,5,1632,2790,1150.0,30,200,3,2,1,0,0,1,0,0,0,1
748,11888,3,6,0.0,3,3,0,0.0,844.0,4,1445,2134,441.0,0,60,93,15,0,0,0,0,0,0,1,0
2846,7082,4,5,0.0,3,3,1,0.0,686.0,4,948,1928,0.0,0,0,90,11,0,0,0,0,0,0,1,0
493,8755,3,7,298.0,4,4,0,772.0,992.0,5,1022,2060,390.0,0,0,10,10,1,0,0,0,0,0,1,0
694,4080,4,6,0.0,3,3,0,0.0,901.0,4,861,1378,162.0,54,0,74,11,0,1,0,0,0,0,1,0
2283,32463,4,4,149.0,3,3,2,1159.0,1249.0,5,1622,1622,1356.0,439,0,46,32,0,0,0,0,0,0,1,0
1800,12217,3,8,0.0,4,5,2,745.0,955.0,5,955,1880,880.0,168,127,0,0,1,0,0,0,0,0,0,1
1632,3696,4,8,0.0,4,4,0,0.0,1074.0,5,1088,1088,461.0,0,74,21,21,0,0,0,0,1,0,1,0
2624,7560,4,5,0.0,3,3,0,369.0,1040.0,3,1040,1040,286.0,140,0,47,47,0,0,0,0,0,0,1,0
2197,10592,4,6,0.0,3,3,0,0.0,602.0,3,900,1502,180.0,96,0,84,11,0,0,0,0,0,0,0,1
1045,1680,4,6,604.0,3,3,0,358.0,483.0,3,483,987,264.0,0,0,37,37,0,1,0,0,0,0,1,0
2549,10382,4,6,105.0,3,3,3,513.0,588.0,3,1095,1095,264.0,0,0,48,48,0,0,0,0,0,0,0,1
2829,2522,4,7,50.0,4,4,0,0.0,970.0,5,970,1709,380.0,0,40,2,2,0,1,0,0,0,0,1,0
2480,9370,2,6,0.0,4,4,0,758.0,836.0,5,844,1731,462.0,307,85,14,13,1,0,0,0,0,0,1,0
2724,10246,3,4,0.0,3,3,2,648.0,648.0,5,960,960,364.0,88,0,41,5,0,0,0,0,0,0,1,0
2352,11475,4,6,0.0,3,4,0,550.0,713.0,3,811,1552,434.0,209,208,31,31,1,0,0,0,0,0,1,0
1783,9986,4,8,428.0,4,5,2,0.0,1795.0,5,1795,1795,895.0,0,49,1,0,0,0,0,0,0,0,1,0
338,10475,4,5,0.0,3,4,0,458.0,624.0,4,624,1274,576.0,22,0,19,19,1,0,0,0,0,0,1,0
196,6000,4,6,0.0,3,3,0,264.0,572.0,5,848,1196,576.0,0,0,70,60,0,1,0,0,0,0,1,0
762,4280,3,4,0.0,3,2,0,0.0,560.0,5,704,704,220.0,0,0,63,8,0,0,0,0,0,0,1,0
151,10895,4,5,0.0,3,3,0,648.0,972.0,3,972,972,305.0,0,0,55,55,0,0,0,0,0,0,1,0
158,17503,4,6,0.0,3,3,0,0.0,912.0,3,912,1458,330.0,192,0,62,60,0,0,0,0,0,0,1,0
2572,9723,3,6,332.0,3,3,0,0.0,1008.0,3,1008,1008,430.0,0,0,43,43,0,0,0,0,0,0,0,1
1686,11694,4,9,452.0,5,5,2,48.0,1822.0,5,1828,1828,774.0,0,108,0,0,0,0,0,1,0,0,0,1
943,8470,3,3,0.0,2,3,0,0.0,1013.0,3,1013,1526,0.0,0,0,94,27,0,0,0,0,0,0,0,1
735,6000,4,6,0.0,4,3,0,0.0,698.0,3,786,1176,624.0,210,0,72,9,0,1,0,0,0,0,1,0
2741,10519,4,5,164.0,3,3,1,0.0,1057.0,4,1057,1057,288.0,0,0,51,7,0,0,0,0,0,0,0,1
1106,10437,3,8,660.0,4,4,3,1696.0,2109.0,5,2113,2113,839.0,236,46,13,13,0,0,1,0,0,0,0,1
2375,7514,4,5,0.0,3,3,1,373.0,943.0,3,1387,1387,300.0,0,0,39,31,0,0,0,0,0,0,0,1
1701,13654,3,9,365.0,4,5,3,0.0,1704.0,5,1722,2758,814.0,282,55,2,1,1,0,0,1,0,0,1,0
2657,5747,4,3,0.0,3,3,0,0.0,798.0,4,840,840,250.0,112,0,86,56,0,1,0,0,0,0,1,0
907,4500,2,5,0.0,3,3,0,182.0,793.0,5,848,1520,281.0,0,0,77,9,0,0,0,0,0,0,1,0
1777,11830,4,8,164.0,4,4,0,1220.0,1542.0,5,1542,1542,852.0,168,110,0,0,0,0,0,0,0,0,1,0
164,8520,4,5,0.0,3,3,0,507.0,910.0,2,910,1385,720.0,0,0,58,58,0,0,0,0,0,0,1,0
1973,6760,4,5,0.0,3,3,2,734.0,896.0,3,936,936,288.0,24,90,45,45,0,0,0,0,0,0,1,0
2857,6191,4,5,0.0,3,2,0,384.0,824.0,3,824,1288,240.0,0,0,65,56,0,0,0,0,0,0,1,0
1208,8700,4,5,148.0,3,3,1,776.0,1120.0,4,1128,1128,525.0,192,20,45,45,0,0,0,0,0,0,0,1
319,12003,4,8,84.0,4,5,0,0.0,774.0,5,774,1968,680.0,0,75,1,0,1,0,0,0,0,0,1,0
2567,12700,3,6,0.0,3,3,0,939.0,1246.0,3,1246,1246,441.0,0,69,42,42,0,0,0,0,0,0,1,0
2222,13125,4,7,0.0,3,3,0,410.0,800.0,3,960,1740,240.0,0,0,67,23,0,0,0,0,0,0,1,0
2493,8638,3,5,0.0,3,3,0,181.0,925.0,4,925,925,484.0,203,74,43,43,0,0,0,0,0,0,1,0
1757,9967,3,7,0.0,3,4,0,0.0,384.0,5,774,1430,400.0,100,0,7,7,0,0,0,0,0,0,1,0
184,9600,4,8,0.0,4,3,0,0.0,930.0,3,930,1566,288.0,54,228,110,7,0,1,0,0,0,0,1,0
1248,12774,4,5,0.0,3,3,0,624.0,984.0,3,950,950,400.0,0,32,55,55,0,0,0,0,0,0,0,1
2574,8163,4,5,128.0,3,3,2,748.0,1144.0,3,1144,1144,796.0,86,0,47,47,0,0,0,0,0,0,1,0
1215,9900,4,5,0.0,3,3,0,0.0,1114.0,3,1114,1114,451.0,0,0,47,47,0,0,0,0,0,0,1,0
1614,13651,3,7,1115.0,3,4,3,1880.0,2223.0,5,2223,2223,516.0,300,0,34,34,0,0,0,0,0,0,1,0
2039,7200,4,5,0.0,3,3,0,0.0,530.0,3,581,1111,288.0,0,0,87,11,0,1,0,0,0,0,1,0
2669,9750,4,5,0.0,3,3,0,0.0,960.0,5,960,960,624.0,0,0,48,48,0,1,0,0,0,0,0,1
1005,11184,3,6,0.0,3,4,0,0.0,932.0,4,932,1633,460.0,0,39,10,10,1,0,0,0,0,0,1,0
753,5520,4,6,0.0,3,3,0,0.0,755.0,5,929,2229,0.0,0,198,97,59,0,1,0,0,0,0,1,0
1275,6390,4,6,0.0,3,3,0,0.0,936.0,3,984,984,280.0,0,0,54,54,0,0,0,0,0,0,1,0
2350,10240,4,6,157.0,3,4,0,625.0,1686.0,3,1686,1686,612.0,384,131,26,26,0,0,0,0,0,0,1,0
2762,9316,4,7,140.0,4,4,3,56.0,1614.0,5,1614,1614,576.0,100,45,1,1,0,0,0,0,0,0,1,0
2788,7200,4,5,0.0,3,3,0,437.0,864.0,5,864,864,297.0,0,0,34,34,0,0,0,0,0,0,1,0
2384,12228,4,7,206.0,4,5,0,0.0,1721.0,5,1740,1740,874.0,0,43,0,0,0,0,0,1,0,0,0,1
2716,10335,3,5,0.0,3,3,0,570.0,1461.0,4,1721,1721,440.0,0,96,38,13,0,0,0,0,0,0,1,0
313,12328,3,6,335.0,3,3,2,539.0,1012.0,3,1034,1034,888.0,0,0,34,34,0,0,0,0,0,0,1,0
84,8930,4,6,0.0,3,0,0,0.0,0.0,3,1318,1902,539.0,0,0,32,32,0,1,0,0,0,0,1,0
81,9672,4,6,0.0,3,4,0,338.0,1040.0,3,1097,1097,480.0,0,0,26,25,0,0,0,0,0,0,0,1
2389,13975,3,9,525.0,4,4,2,0.0,1090.0,5,1117,2206,670.0,148,95,1,0,1,0,0,1,0,0,0,1
280,7819,4,6,0.0,3,3,2,422.0,1029.0,3,1117,1117,672.0,144,0,34,34,0,0,0,0,0,0,1,0
190,11340,4,4,0.0,3,3,0,0.0,777.0,4,1246,2290,560.0,0,0,125,60,0,1,0,0,0,0,1,0
2371,1680,4,6,504.0,3,3,0,276.0,483.0,3,483,948,264.0,0,0,34,34,0,1,0,0,0,0,1,0
213,6001,3,6,0.0,3,2,0,368.0,600.0,5,600,919,231.0,0,0,70,60,0,0,0,0,0,0,1,0
1864,11700,4,6,41.0,3,3,0,0.0,912.0,5,1152,1152,412.0,0,126,39,39,0,0,0,0,0,0,1,0
37,12858,3,9,162.0,5,5,0,0.0,1590.0,5,1627,2334,751.0,144,133,1,0,1,0,0,1,0,0,1,0
146,9300,4,5,324.0,3,3,0,697.0,1268.0,3,1264,1264,461.0,0,0,50,50,0,0,0,0,0,0,1,0
809,7018,4,5,275.0,3,4,2,1086.0,1086.0,3,1224,1224,528.0,120,0,30,30,0,0,0,0,0,0,1,0
767,6629,4,6,0.0,3,3,0,551.0,672.0,3,697,1369,300.0,147,0,84,59,0,0,0,0,0,0,0,0
262,10650,4,5,0.0,3,3,2,182.0,894.0,3,894,894,308.0,365,0,34,34,0,0,0,0,0,0,1,0
101,2117,4,6,216.0,4,4,0,378.0,756.0,5,769,1573,440.0,0,32,10,10,0,0,0,0,0,0,1,0
48,13650,4,8,232.0,4,4,3,578.0,1671.0,5,1687,2250,756.0,238,130,8,8,1,0,0,1,0,0,1,0
489,8433,3,6,0.0,3,4,0,683.0,794.0,5,819,1514,394.0,0,72,9,9,1,0,0,0,0,0,1,0
2369,1680,4,6,236.0,3,3,0,0.0,672.0,3,672,1218,0.0,201,0,35,35,0,1,0,0,0,0,1,0
707,6000,4,5,0.0,3,3,0,0.0,811.0,3,811,1387,256.0,0,0,55,55,0,1,0,0,0,0,1,0
1556,8500,4,4,0.0,3,3,0,0.0,649.0,3,649,1317,250.0,0,54,88,58,0,0,0,0,0,0,0,0
2034,6882,4,6,0.0,3,3,0,0.0,684.0,3,773,1355,0.0,136,0,93,1,0,1,0,0,0,0,1,0
308,8712,4,4,0.0,2,3,0,0.0,756.0,4,952,952,330.0,0,0,114,60,0,0,0,0,0,0,0,1
2176,7917,3,6,174.0,3,3,0,751.0,1143.0,3,1113,1113,504.0,370,30,31,31,0,0,0,0,0,0,0,1
1549,6900,4,5,0.0,3,3,0,403.0,740.0,5,778,778,924.0,0,25,68,53,0,1,0,0,0,0,1,0
909,9900,4,6,0.0,3,3,0,0.0,778.0,3,944,1489,240.0,335,0,69,59,0,0,0,0,0,0,1,0
892,13286,3,9,340.0,5,5,0,1234.0,1698.0,5,1698,1698,768.0,327,64,2,1,0,0,0,0,0,0,0,1
2045,12888,4,7,0.0,3,3,0,288.0,1005.0,3,1262,2267,498.0,521,0,70,27,0,0,0,0,0,0,1,0
2927,8885,3,5,0.0,3,4,2,301.0,864.0,3,902,902,484.0,164,0,23,23,0,0,0,0,0,0,1,0
1732,8857,3,6,0.0,4,4,0,0.0,738.0,5,738,1495,440.0,100,30,1,1,1,0,0,0,0,0,1,0
998,14137,3,5,0.0,4,4,0,450.0,1348.0,4,1384,1384,404.0,0,39,12,11,0,0,0,0,0,0,1,0
2203,6720,4,6,0.0,3,3,0,0.0,585.0,3,851,1436,228.0,184,0,86,57,0,0,0,0,0,0,1,0
356,7500,4,6,0.0,4,4,0,476.0,952.0,4,952,1636,440.0,0,84,11,10,1,0,0,0,0,0,1,0
2475,13072,4,6,0.0,3,4,0,941.0,1158.0,5,1158,1158,576.0,0,50,2,2,0,0,0,0,0,0,1,0
2264,10656,3,8,274.0,4,4,2,0.0,1638.0,5,1646,1646,870.0,192,80,1,0,0,0,0,0,0,0,1,0
2201,7200,4,5,252.0,3,4,0,569.0,731.0,5,981,1768,240.0,0,0,70,57,0,0,0,0,0,0,1,0
2545,8800,4,6,0.0,3,3,1,901.0,1187.0,5,1565,1565,299.0,200,25,41,6,0,0,0,0,0,0,0,1
2660,10800,4,7,0.0,3,4,1,390.0,880.0,2,880,1768,320.0,0,341,92,36,0,1,0,0,0,0,1,0
2882,9000,4,5,0.0,2,3,1,0.0,660.0,3,1060,1396,0.0,0,0,55,55,0,0,0,0,0,0,1,0
1379,13014,4,6,39.0,3,3,2,528.0,1008.0,3,1096,1096,484.0,168,0,30,30,0,0,0,0,0,0,1,0
491,15896,2,7,210.0,4,4,0,913.0,1177.0,5,1223,2312,658.0,298,0,10,10,1,0,0,0,0,0,1,0
